Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A6J3CXN5	unreviewed	A0A6J3CXN5_AYTFU	C-X-C motif chemokine 2-like	LOC116488538	Aythya fuligula (Tufted duck) (Anas fuligula)	117
A0A6J3CXZ3	unreviewed	A0A6J3CXZ3_AYTFU	C-X-C motif chemokine	LOC116489070	Aythya fuligula (Tufted duck) (Anas fuligula)	103
A0A6J3DDS1	unreviewed	A0A6J3DDS1_AYTFU	C-C motif chemokine	CCL20	Aythya fuligula (Tufted duck) (Anas fuligula)	98
A0A6J3DIY3	unreviewed	A0A6J3DIY3_AYTFU	C-C motif chemokine	LOC116493892	Aythya fuligula (Tufted duck) (Anas fuligula)	93
A0A6J3DZZ0	unreviewed	A0A6J3DZZ0_AYTFU	C-C motif chemokine	LOC116497327	Aythya fuligula (Tufted duck) (Anas fuligula)	90
A0A6J3E088	unreviewed	A0A6J3E088_AYTFU	C-C motif chemokine	LOC116497385	Aythya fuligula (Tufted duck) (Anas fuligula)	97
A0A6J3E118	unreviewed	A0A6J3E118_AYTFU	LOW QUALITY PROTEIN: C-C motif chemokine 4 homolog	LOC116497230	Aythya fuligula (Tufted duck) (Anas fuligula)	91
A0A6J3E1M6	unreviewed	A0A6J3E1M6_AYTFU	C-C motif chemokine	LOC116497384	Aythya fuligula (Tufted duck) (Anas fuligula)	90
A0A6J3E487	unreviewed	A0A6J3E487_AYTFU	C-C motif chemokine	LOC116497355 LOC116497359	Aythya fuligula (Tufted duck) (Anas fuligula)	90
A0A6J3E559	unreviewed	A0A6J3E559_AYTFU	C-C motif chemokine 5-like	LOC116497370	Aythya fuligula (Tufted duck) (Anas fuligula)	90
A0A6J3E608	unreviewed	A0A6J3E608_AYTFU	C-C motif chemokine 3-like	LOC116497318	Aythya fuligula (Tufted duck) (Anas fuligula)	90
A0A6J3E623	unreviewed	A0A6J3E623_AYTFU	C-C motif chemokine	LOC116497330	Aythya fuligula (Tufted duck) (Anas fuligula)	90
A0A6J3EEF2	unreviewed	A0A6J3EEF2_AYTFU	C-C motif chemokine 19-like	LOC116500890	Aythya fuligula (Tufted duck) (Anas fuligula)	99
A0A6J3EIC0	unreviewed	A0A6J3EIC0_AYTFU	Lymphotactin-like	LOC116501917	Aythya fuligula (Tufted duck) (Anas fuligula)	97
A0A6J3EJG5	unreviewed	A0A6J3EJG5_AYTFU	C-C motif chemokine	LOC116500889	Aythya fuligula (Tufted duck) (Anas fuligula)	111
A0A6J3EM42	unreviewed	A0A6J3EM42_SAPAP	C-X-C motif chemokine	CXCL13	Sapajus apella (Brown-capped capuchin) (Cebus apella)	93
A0A6J3ESQ3	unreviewed	A0A6J3ESQ3_SAPAP	C-X-C motif chemokine	CXCL13	Sapajus apella (Brown-capped capuchin) (Cebus apella)	104
A0A6J3FYB1	unreviewed	A0A6J3FYB1_SAPAP	C-C motif chemokine 24	CCL24	Sapajus apella (Brown-capped capuchin) (Cebus apella)	119
A0A6J3GFN5	unreviewed	A0A6J3GFN5_SAPAP	C-X-C motif chemokine	CXCL8	Sapajus apella (Brown-capped capuchin) (Cebus apella)	101
A0A6J3GFP1	unreviewed	A0A6J3GFP1_SAPAP	C-X-C motif chemokine	CXCL5	Sapajus apella (Brown-capped capuchin) (Cebus apella)	116
A0A6J3GFZ9	unreviewed	A0A6J3GFZ9_SAPAP	C-X-C motif chemokine	CXCL6	Sapajus apella (Brown-capped capuchin) (Cebus apella)	116
A0A6J3GG43	unreviewed	A0A6J3GG43_SAPAP	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	PF4	Sapajus apella (Brown-capped capuchin) (Cebus apella)	102
A0A6J3GG67	unreviewed	A0A6J3GG67_SAPAP	C-X-C motif chemokine	CXCL10	Sapajus apella (Brown-capped capuchin) (Cebus apella)	96
A0A6J3GG96	unreviewed	A0A6J3GG96_SAPAP	C-X-C motif chemokine	CXCL11	Sapajus apella (Brown-capped capuchin) (Cebus apella)	94
A0A6J3GGE4	unreviewed	A0A6J3GGE4_SAPAP	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	LOC116538575	Sapajus apella (Brown-capped capuchin) (Cebus apella)	102
A0A6J3GGE7	unreviewed	A0A6J3GGE7_SAPAP	C-X-C motif chemokine	LOC116538579	Sapajus apella (Brown-capped capuchin) (Cebus apella)	107
A0A6J3GHN1	unreviewed	A0A6J3GHN1_SAPAP	C-X-C motif chemokine	LOC116538581	Sapajus apella (Brown-capped capuchin) (Cebus apella)	107
A0A6J3GZ15	unreviewed	A0A6J3GZ15_SAPAP	Stromal cell-derived factor 1 (C-X-C motif chemokine 12) (Pre-B cell growth-stimulating factor)	LOC116542389	Sapajus apella (Brown-capped capuchin) (Cebus apella)	93
A0A6J3GZI1	unreviewed	A0A6J3GZI1_SAPAP	Stromal cell-derived factor 1 (C-X-C motif chemokine 12) (Pre-B cell growth-stimulating factor)	LOC116542389	Sapajus apella (Brown-capped capuchin) (Cebus apella)	109
A0A6J3GZW5	unreviewed	A0A6J3GZW5_SAPAP	Stromal cell-derived factor 1 (C-X-C motif chemokine 12) (Pre-B cell growth-stimulating factor)	LOC116542389	Sapajus apella (Brown-capped capuchin) (Cebus apella)	119
A0A6J3HG18	unreviewed	A0A6J3HG18_SAPAP	C-C motif chemokine	LOC116547702	Sapajus apella (Brown-capped capuchin) (Cebus apella)	96
A0A6J3HHP4	unreviewed	A0A6J3HHP4_SAPAP	C-C motif chemokine	LOC116547349 LOC116547350	Sapajus apella (Brown-capped capuchin) (Cebus apella)	105
A0A6J3HIV0	unreviewed	A0A6J3HIV0_SAPAP	C-C motif chemokine	LOC116548065	Sapajus apella (Brown-capped capuchin) (Cebus apella)	96
A0A6J3HVA0	unreviewed	A0A6J3HVA0_SAPAP	C-C motif chemokine	CCL20	Sapajus apella (Brown-capped capuchin) (Cebus apella)	95
A0A6J3HW22	unreviewed	A0A6J3HW22_SAPAP	C-C motif chemokine	CCL20	Sapajus apella (Brown-capped capuchin) (Cebus apella)	96
A0A6J3HYA2	unreviewed	A0A6J3HYA2_SAPAP	C-C motif chemokine 1 (Small-inducible cytokine A1)	CCL1	Sapajus apella (Brown-capped capuchin) (Cebus apella)	96
A0A6J3I268	unreviewed	A0A6J3I268_SAPAP	C-C motif chemokine	LOC116553377	Sapajus apella (Brown-capped capuchin) (Cebus apella)	93
A0A6J3I2H5	unreviewed	A0A6J3I2H5_SAPAP	C-C motif chemokine	CCL5	Sapajus apella (Brown-capped capuchin) (Cebus apella)	91
A0A6J3I2N3	unreviewed	A0A6J3I2N3_SAPAP	C-C motif chemokine	CCL11	Sapajus apella (Brown-capped capuchin) (Cebus apella)	107
A0A6J3I2N9	unreviewed	A0A6J3I2N9_SAPAP	C-C motif chemokine	LOC116553422	Sapajus apella (Brown-capped capuchin) (Cebus apella)	99
A0A6J3I340	unreviewed	A0A6J3I340_SAPAP	C-C motif chemokine	LOC116553376	Sapajus apella (Brown-capped capuchin) (Cebus apella)	87
A0A6J3I3A8	unreviewed	A0A6J3I3A8_SAPAP	C-C motif chemokine 8 isoform X1	CCL8	Sapajus apella (Brown-capped capuchin) (Cebus apella)	105
A0A6J3I3I7	unreviewed	A0A6J3I3I7_SAPAP	C-C motif chemokine	CCL7	Sapajus apella (Brown-capped capuchin) (Cebus apella)	108
A0A6J3I484	unreviewed	A0A6J3I484_SAPAP	C-C motif chemokine	LOC116553378	Sapajus apella (Brown-capped capuchin) (Cebus apella)	92
A0A6J3I4F5	unreviewed	A0A6J3I4F5_SAPAP	C-C motif chemokine 8 isoform X2	CCL8	Sapajus apella (Brown-capped capuchin) (Cebus apella)	93
A0A6J3IBZ9	unreviewed	A0A6J3IBZ9_SAPAP	C-C motif chemokine	CCL17	Sapajus apella (Brown-capped capuchin) (Cebus apella)	102
A0A6J3ICW9	unreviewed	A0A6J3ICW9_SAPAP	C-C motif chemokine	CCL22	Sapajus apella (Brown-capped capuchin) (Cebus apella)	92
A0A6J3IXS3	unreviewed	A0A6J3IXS3_SAPAP	Lymphotactin	XCL1	Sapajus apella (Brown-capped capuchin) (Cebus apella)	114
A0A6J3JLL3	unreviewed	A0A6J3JLL3_SAPAP	C-C motif chemokine	CCL19	Sapajus apella (Brown-capped capuchin) (Cebus apella)	98
A0A6J3QL60	unreviewed	A0A6J3QL60_TURTR	C-C motif chemokine 1 (Small-inducible cytokine A1)	LOC117309410	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	93
A0A6J3QP25	unreviewed	A0A6J3QP25_TURTR	Lymphotactin-like	LOC101325672	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	111
A0A6J3QP55	unreviewed	A0A6J3QP55_TURTR	C-C motif chemokine 1 (Small-inducible cytokine A1)	CCL1	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	93
A0A6J3QPA1	unreviewed	A0A6J3QPA1_TURTR	C-C motif chemokine	LOC101339421	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	96
A0A6J3RF24	unreviewed	A0A6J3RF24_TURTR	C-X-C motif chemokine	LOC101332225	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	104
A0A6M3YIU8	unreviewed	A0A6M3YIU8_MEGAM	Interleukin-8		Megalobrama amblycephala (Chinese blunt snout bream) (Brema carp)	98
A0A6P3E5W6	unreviewed	A0A6P3E5W6_SHEEP	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	JEQ12_016809	Ovis aries (Sheep)	99
A0A6P3E7M8	unreviewed	A0A6P3E7M8_SHEEP	Chemokine interleukin-8-like domain-containing protein	JEQ12_003340	Ovis aries (Sheep)	94
A0A6P3ECV3	unreviewed	A0A6P3ECV3_SHEEP	Chemokine interleukin-8-like domain-containing protein	JEQ12_003339	Ovis aries (Sheep)	100
A0A6P3EE32	unreviewed	A0A6P3EE32_SHEEP	Chemokine interleukin-8-like domain-containing protein	JEQ12_003647	Ovis aries (Sheep)	109
A0A6P3ELS7	unreviewed	A0A6P3ELS7_OCTDE	C-C motif chemokine	Ccl22	Octodon degus (Degu) (Sciurus degus)	93
A0A6P3EQW1	unreviewed	A0A6P3EQW1_OCTDE	C-X-C motif chemokine	Cxcl8	Octodon degus (Degu) (Sciurus degus)	101
A0A6P3ESK4	unreviewed	A0A6P3ESK4_OCTDE	C-C motif chemokine	Ccl24	Octodon degus (Degu) (Sciurus degus)	119
A0A6P3EXP4	unreviewed	A0A6P3EXP4_OCTDE	C-C motif chemokine	Ccl17	Octodon degus (Degu) (Sciurus degus)	119
A0A6P3EZR8	unreviewed	A0A6P3EZR8_OCTDE	C-C motif chemokine	LOC101588502	Octodon degus (Degu) (Sciurus degus)	120
A0A6P3EZV8	unreviewed	A0A6P3EZV8_OCTDE	C-C motif chemokine 1 (Small-inducible cytokine A1)	Ccl1	Octodon degus (Degu) (Sciurus degus)	96
A0A6P3F993	unreviewed	A0A6P3F993_OCTDE	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	Cxcl14	Octodon degus (Degu) (Sciurus degus)	99
A0A6P3FAE0	unreviewed	A0A6P3FAE0_OCTDE	C-C motif chemokine	LOC101588897	Octodon degus (Degu) (Sciurus degus)	120
A0A6P3FC79	unreviewed	A0A6P3FC79_OCTDE	C-C motif chemokine	Ccl3l3	Octodon degus (Degu) (Sciurus degus)	93
A0A6P3FDM9	unreviewed	A0A6P3FDM9_OCTDE	Eotaxin	LOC101589295	Octodon degus (Degu) (Sciurus degus)	101
A0A6P3FMR0	unreviewed	A0A6P3FMR0_OCTDE	C-C motif chemokine	LOC101584359	Octodon degus (Degu) (Sciurus degus)	93
A0A6P3FMW8	unreviewed	A0A6P3FMW8_OCTDE	C-C motif chemokine	Ccl16	Octodon degus (Degu) (Sciurus degus)	106
A0A6P3FQB7	unreviewed	A0A6P3FQB7_OCTDE	C-C motif chemokine	LOC101586327	Octodon degus (Degu) (Sciurus degus)	93
A0A6P3FRC9	unreviewed	A0A6P3FRC9_OCTDE	C-C motif chemokine	LOC101584743	Octodon degus (Degu) (Sciurus degus)	93
A0A6P3FRP7	unreviewed	A0A6P3FRP7_OCTDE	C-X-C motif chemokine 13	Cxcl13	Octodon degus (Degu) (Sciurus degus)	109
A0A6P3FXC3	unreviewed	A0A6P3FXC3_OCTDE	C-X-C motif chemokine	Cxcl11	Octodon degus (Degu) (Sciurus degus)	97
A0A6P3GVE3	unreviewed	A0A6P3GVE3_BISBB	C-C motif chemokine	CCL20	Bison bison bison (North American plains bison)	97
A0A6P3GYM2	unreviewed	A0A6P3GYM2_BISBB	C-X-C motif chemokine	CXCL11	Bison bison bison (North American plains bison)	100
A0A6P3GYQ3	unreviewed	A0A6P3GYQ3_BISBB	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	PPBP	Bison bison bison (North American plains bison)	119
A0A6P3H369	unreviewed	A0A6P3H369_BISBB	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	LOC104987316	Bison bison bison (North American plains bison)	118
A0A6P3H869	unreviewed	A0A6P3H869_BISBB	C-C motif chemokine	CCL20	Bison bison bison (North American plains bison)	96
A0A6P3H8Y6	unreviewed	A0A6P3H8Y6_BISBB	Lymphotactin-like	LOC104986217	Bison bison bison (North American plains bison)	112
A0A6P3HBF3	unreviewed	A0A6P3HBF3_BISBB	C-X-C motif chemokine	CXCL10	Bison bison bison (North American plains bison)	102
A0A6P3HBI1	unreviewed	A0A6P3HBI1_BISBB	C-X-C motif chemokine	LOC104987311	Bison bison bison (North American plains bison)	103
A0A6P3HBI9	unreviewed	A0A6P3HBI9_BISBB	C-X-C motif chemokine	CXCL5	Bison bison bison (North American plains bison)	112
A0A6P3HD49	unreviewed	A0A6P3HD49_BISBB	C-X-C motif chemokine	LOC104987314	Bison bison bison (North American plains bison)	90
A0A6P3HD67	unreviewed	A0A6P3HD67_BISBB	C-X-C motif chemokine	LOC104987339	Bison bison bison (North American plains bison)	69
A0A6P3HIG4	unreviewed	A0A6P3HIG4_BISBB	C-C motif chemokine	CCL19	Bison bison bison (North American plains bison)	102
A0A6P3IKV5	unreviewed	A0A6P3IKV5_BISBB	C-C motif chemokine 24	CCL24	Bison bison bison (North American plains bison)	116
A0A6P3INM3	unreviewed	A0A6P3INM3_BISBB	Protein GPR15L	LOC104998974	Bison bison bison (North American plains bison)	81
A0A6P3IZS2	unreviewed	A0A6P3IZS2_BISBB	C-C motif chemokine	LOC105003995	Bison bison bison (North American plains bison)	99
A0A6P3IZT3	unreviewed	A0A6P3IZT3_BISBB	C-C motif chemokine	CCL16	Bison bison bison (North American plains bison)	100
A0A6P3IZV3	unreviewed	A0A6P3IZV3_BISBB	C-C motif chemokine	LOC105004029	Bison bison bison (North American plains bison)	92
A0A6P3J0U5	unreviewed	A0A6P3J0U5_BISBB	C-C motif chemokine	CCL22	Bison bison bison (North American plains bison)	93
A0A6P3J0U8	unreviewed	A0A6P3J0U8_BISBB	C-C motif chemokine	CCL17	Bison bison bison (North American plains bison)	102
A0A6P3J7C7	unreviewed	A0A6P3J7C7_BISBB	C-C motif chemokine 14	CCL14	Bison bison bison (North American plains bison)	94
A0A6P3J8T2	unreviewed	A0A6P3J8T2_BISBB	C-C motif chemokine	LOC105004026	Bison bison bison (North American plains bison)	89
A0A6P3Q323	unreviewed	A0A6P3Q323_PTEVA	C-C motif chemokine	LOC105291966	Pteropus vampyrus (Large flying fox)	99
A0A6P3Q361	unreviewed	A0A6P3Q361_PTEVA	C-C motif chemokine	CCL22	Pteropus vampyrus (Large flying fox)	93
A0A6P3Q402	unreviewed	A0A6P3Q402_PTEVA	C-X-C motif chemokine	LOC105292340	Pteropus vampyrus (Large flying fox)	107
A0A6P3Q5D2	unreviewed	A0A6P3Q5D2_PTEVA	C-C motif chemokine	LOC105291967	Pteropus vampyrus (Large flying fox)	96
A0A6P3Q6A1	unreviewed	A0A6P3Q6A1_PTEVA	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	LOC105292341	Pteropus vampyrus (Large flying fox)	111
A0A6P3Q7N5	unreviewed	A0A6P3Q7N5_PTEVA	C-C motif chemokine	LOC105291968	Pteropus vampyrus (Large flying fox)	98
A0A6P3Q7R5	unreviewed	A0A6P3Q7R5_PTEVA	C-C motif chemokine	CCL17	Pteropus vampyrus (Large flying fox)	95
A0A6P3QBV6	unreviewed	A0A6P3QBV6_PTEVA	C-C motif chemokine	CCL20	Pteropus vampyrus (Large flying fox)	97
A0A6P3QCF9	unreviewed	A0A6P3QCF9_PTEVA	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Pteropus vampyrus (Large flying fox)	99
A0A6P3QDV0	unreviewed	A0A6P3QDV0_PTEVA	C-C motif chemokine	CCL20	Pteropus vampyrus (Large flying fox)	96
A0A6P3QE59	unreviewed	A0A6P3QE59_PTEVA	C-X-C motif chemokine	CXCL8	Pteropus vampyrus (Large flying fox)	101
A0A6P3QE61	unreviewed	A0A6P3QE61_PTEVA	C-X-C motif chemokine	LOC105292342	Pteropus vampyrus (Large flying fox)	107
A0A6P3QHY7	unreviewed	A0A6P3QHY7_PTEVA	C-C motif chemokine	CCL1	Pteropus vampyrus (Large flying fox)	93
A0A6P3QJ27	unreviewed	A0A6P3QJ27_PTEVA	C-X-C motif chemokine	LOC105292342	Pteropus vampyrus (Large flying fox)	107
A0A6P3QVM9	unreviewed	A0A6P3QVM9_PTEVA	C-C motif chemokine 26	CCL26	Pteropus vampyrus (Large flying fox)	92
A0A6P3QVY4	unreviewed	A0A6P3QVY4_PTEVA	C-C motif chemokine 24	CCL24	Pteropus vampyrus (Large flying fox)	114
A0A6P3R0U0	unreviewed	A0A6P3R0U0_PTEVA	Lymphotactin-like	LOC105301493	Pteropus vampyrus (Large flying fox)	111
A0A6P3R736	unreviewed	A0A6P3R736_PTEVA	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Pteropus vampyrus (Large flying fox)	119
A0A6P3R775	unreviewed	A0A6P3R775_PTEVA	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Pteropus vampyrus (Large flying fox)	93
A0A6P3R9Q5	unreviewed	A0A6P3R9Q5_PTEVA	C-C motif chemokine	LOC105304979	Pteropus vampyrus (Large flying fox)	95
A0A6P3R9Q6	unreviewed	A0A6P3R9Q6_PTEVA	C-C motif chemokine	LOC105304982	Pteropus vampyrus (Large flying fox)	92
A0A6P3RBJ0	unreviewed	A0A6P3RBJ0_PTEVA	C-C motif chemokine	LOC105304980	Pteropus vampyrus (Large flying fox)	106
A0A6P3RHV9	unreviewed	A0A6P3RHV9_PTEVA	C-C motif chemokine 16	CCL16	Pteropus vampyrus (Large flying fox)	109
A0A6P3RHW3	unreviewed	A0A6P3RHW3_PTEVA	C-C motif chemokine 3	LOC105304981	Pteropus vampyrus (Large flying fox)	93
A0A6P3RUF5	unreviewed	A0A6P3RUF5_PTEVA	C-C motif chemokine	CCL19	Pteropus vampyrus (Large flying fox)	100
A0A6P3VAJ8	unreviewed	A0A6P3VAJ8_OCTDE	C-X-C motif chemokine	LOC101576593	Octodon degus (Degu) (Sciurus degus)	117
A0A6P3VAS1	unreviewed	A0A6P3VAS1_OCTDE	C-C motif chemokine	Ccl19	Octodon degus (Degu) (Sciurus degus)	102
A0A6P3VDB0	unreviewed	A0A6P3VDB0_OCTDE	C-C motif chemokine	LOC101581613	Octodon degus (Degu) (Sciurus degus)	94
A0A6P3VE00	unreviewed	A0A6P3VE00_OCTDE	C-C motif chemokine	LOC101582802	Octodon degus (Degu) (Sciurus degus)	94
A0A6P3VE41	unreviewed	A0A6P3VE41_OCTDE	C-C motif chemokine	LOC101582001	Octodon degus (Degu) (Sciurus degus)	94
A0A6P3VQB0	unreviewed	A0A6P3VQB0_CLUHA	C-X-C motif chemokine	cxcl19	Clupea harengus (Atlantic herring)	99
A0A6P3VTP7	unreviewed	A0A6P3VTP7_CLUHA	C-C motif chemokine	LOC105897760	Clupea harengus (Atlantic herring)	100
A0A6P3VXQ4	unreviewed	A0A6P3VXQ4_CLUHA	C-X-C motif chemokine 11-6	LOC105901178	Clupea harengus (Atlantic herring)	94
A0A6P3VXV7	unreviewed	A0A6P3VXV7_CLUHA	C-X-C motif chemokine 11-6-like	LOC105901102	Clupea harengus (Atlantic herring)	94
A0A6P3W1V8	unreviewed	A0A6P3W1V8_CLUHA	Permeability factor 2-like	LOC105903953	Clupea harengus (Atlantic herring)	97
A0A6P3W2L6	unreviewed	A0A6P3W2L6_CLUHA	Permeability factor 2-like	LOC105904017	Clupea harengus (Atlantic herring)	98
A0A6P3W327	unreviewed	A0A6P3W327_CLUHA	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	cxcl12a	Clupea harengus (Atlantic herring)	96
A0A6P3W603	unreviewed	A0A6P3W603_CLUHA	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	cxcl12b	Clupea harengus (Atlantic herring)	100
A0A6P3WCV6	unreviewed	A0A6P3WCV6_CLUHA	C-C motif chemokine	LOC105911263	Clupea harengus (Atlantic herring)	97
A0A6P5ARJ6	unreviewed	A0A6P5ARJ6_BOSIN	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Bos indicus (Zebu)	90
A0A6P5BA34	unreviewed	A0A6P5BA34_BOSIN	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Bos indicus (Zebu)	93
A0A6P5BI15	unreviewed	A0A6P5BI15_BOSIN	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Bos indicus (Zebu)	117
A0A6P5BIE5	unreviewed	A0A6P5BIE5_BOSIN	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Bos indicus (Zebu)	119
A0A6P5BWP6	unreviewed	A0A6P5BWP6_BOSIN	C-X-C motif chemokine	CXCL11	Bos indicus (Zebu)	100
A0A6P5BWQ2	unreviewed	A0A6P5BWQ2_BOSIN	C-X-C motif chemokine	LOC109560172	Bos indicus (Zebu)	112
A0A6P5BWQ4	unreviewed	A0A6P5BWQ4_BOSIN	C-X-C motif chemokine	CXCL13	Bos indicus (Zebu)	109
A0A6P5BXC9	unreviewed	A0A6P5BXC9_BOSIN	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	LOC109560173	Bos indicus (Zebu)	118
A0A6P5BYU1	unreviewed	A0A6P5BYU1_BOSIN	C-X-C motif chemokine	LOC109560579	Bos indicus (Zebu)	104
A0A6P5BYU5	unreviewed	A0A6P5BYU5_BOSIN	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	PPBP	Bos indicus (Zebu)	119
A0A6P5BYV0	unreviewed	A0A6P5BYV0_BOSIN	C-X-C motif chemokine	LOC109560578	Bos indicus (Zebu)	105
A0A6P5BYV3	unreviewed	A0A6P5BYV3_BOSIN	C-X-C motif chemokine	CXCL10	Bos indicus (Zebu)	102
A0A6P5BZ77	unreviewed	A0A6P5BZ77_BOSIN	C-X-C motif chemokine	LOC109560573	Bos indicus (Zebu)	98
A0A6P5BZN1	unreviewed	A0A6P5BZN1_BOSIN	C-X-C motif chemokine	LOC109560575	Bos indicus (Zebu)	90
A0A6P5C4Y4	unreviewed	A0A6P5C4Y4_BOSIN	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Bos indicus (Zebu)	99
A0A6P5C8M0	unreviewed	A0A6P5C8M0_BOSIN	C-C motif chemokine	CCL19	Bos indicus (Zebu)	102
A0A6P5C8Y6	unreviewed	A0A6P5C8Y6_BOSIN	C-C motif chemokine	CCL19	Bos indicus (Zebu)	115
A0A6P5CZV0	unreviewed	A0A6P5CZV0_BOSIN	Lymphotactin-like	LOC109570227	Bos indicus (Zebu)	112
A0A6P5CZW7	unreviewed	A0A6P5CZW7_BOSIN	Lymphotactin-like	LOC109570251	Bos indicus (Zebu)	97
A0A6P5D829	unreviewed	A0A6P5D829_BOSIN	C-C motif chemokine	CCL22	Bos indicus (Zebu)	93
A0A6P5D9M5	unreviewed	A0A6P5D9M5_BOSIN	C-C motif chemokine	CCL17	Bos indicus (Zebu)	102
A0A6P5DFT4	unreviewed	A0A6P5DFT4_BOSIN	C-C motif chemokine	LOC109573475 LOC109573439	Bos indicus (Zebu)	99
A0A6P5DHA3	unreviewed	A0A6P5DHA3_BOSIN	C-C motif chemokine	CCL16	Bos indicus (Zebu)	100
A0A6P5DIV9	unreviewed	A0A6P5DIV9_BOSIN	C-C motif chemokine	CCL5	Bos indicus (Zebu)	91
A0A6P5DJ01	unreviewed	A0A6P5DJ01_BOSIN	C-C motif chemokine	LOC109574578	Bos indicus (Zebu)	97
A0A6P5DJZ5	unreviewed	A0A6P5DJZ5_BOSIN	C-C motif chemokine	LOC109574476	Bos indicus (Zebu)	93
A0A6P5DK84	unreviewed	A0A6P5DK84_BOSIN	C-C motif chemokine 14-like	LOC109574185	Bos indicus (Zebu)	94
A0A6P5DK91	unreviewed	A0A6P5DK91_BOSIN	C-C motif chemokine	LOC109574570	Bos indicus (Zebu)	92
A0A6P5DLC0	unreviewed	A0A6P5DLC0_BOSIN	C-C motif chemokine	LOC109574477	Bos indicus (Zebu)	89
A0A6P5DLK7	unreviewed	A0A6P5DLK7_BOSIN	C-C motif chemokine	LOC109574403	Bos indicus (Zebu)	92
A0A6P5DM04	unreviewed	A0A6P5DM04_BOSIN	C-C motif chemokine 1 (Small-inducible cytokine A1)	LOC109574507 LOC109574512	Bos indicus (Zebu)	93
A0A6P5DRZ4	unreviewed	A0A6P5DRZ4_BOSIN	C-C motif chemokine	CCL20	Bos indicus (Zebu)	96
A0A6P5DW41	unreviewed	A0A6P5DW41_BOSIN	C-C motif chemokine	CCL20	Bos indicus (Zebu)	97
A0A6P5E032	unreviewed	A0A6P5E032_BOSIN	C-C motif chemokine 24	CCL24	Bos indicus (Zebu)	116
A0A6P5E3M0	unreviewed	A0A6P5E3M0_BOSIN	C-C motif chemokine	CCL26	Bos indicus (Zebu)	94
A0A6P5IAJ8	unreviewed	A0A6P5IAJ8_PHACI	C-C motif chemokine	LOC110192261	Phascolarctos cinereus (Koala)	110
A0A6P5ICQ6	unreviewed	A0A6P5ICQ6_PHACI	C-C motif chemokine	LOC110192269	Phascolarctos cinereus (Koala)	97
A0A6P5IJD3	unreviewed	A0A6P5IJD3_PHACI	C-C motif chemokine	LOC110192234	Phascolarctos cinereus (Koala)	99
A0A6P5IJR3	unreviewed	A0A6P5IJR3_PHACI	C-C motif chemokine	LOC110192260	Phascolarctos cinereus (Koala)	98
A0A6P5IKJ3	unreviewed	A0A6P5IKJ3_PHACI	C-C motif chemokine	CCL19	Phascolarctos cinereus (Koala)	97
A0A6P5IS54	unreviewed	A0A6P5IS54_PHACI	C-C motif chemokine 22 isoform X2	CCL22	Phascolarctos cinereus (Koala)	94
A0A6P5IWX2	unreviewed	A0A6P5IWX2_PHACI	C-C motif chemokine	CCL20	Phascolarctos cinereus (Koala)	98
A0A6P5J602	unreviewed	A0A6P5J602_PHACI	C-C motif chemokine	CCL20	Phascolarctos cinereus (Koala)	99
A0A6P5J7R9	unreviewed	A0A6P5J7R9_PHACI	Cytokine SCM-1 beta-like	LOC110199757	Phascolarctos cinereus (Koala)	118
